Artist,Title,Air Time
Lucinda Williams,Metal Firecracker,2020-12-12 09:04:00
Solange,Cranes In The Sky,2020-12-12 09:00:00
Elton John,Empty Garden (Hey Hey Johnny),2020-12-12 08:55:00
New Order,Love Vigilantes,2020-12-12 08:49:00
John Prine,When I Get to Heaven,2020-12-12 08:46:00
The Doors,The Soft Parade,2020-12-12 08:36:00
Stevie Wonder,Joy Inside My Tears,2020-12-12 08:29:00
Arcade Fire,No Cars Go,2020-12-12 08:24:00
The Police,The Bed's Too Big Without You,2020-12-12 08:18:00
Radiohead,Jigsaw Falling Into Place,2020-12-12 08:14:00
Elvis Presley,Can't Help Falling In Love,2020-12-12 08:10:00
Loreena McKennitt,The Mummer's Dance,2020-12-12 08:04:00
Vampire Weekend,Oxford Comma,2020-12-12 08:01:00
Dave Mason,Only You Know And I Know,2020-12-12 07:56:00
Green Day,Jesus of Suburbia,2020-12-12 07:45:00
The New Pornographers,Letter From An Occupant,2020-12-12 07:42:00
Massive Attack,Protection,2020-12-12 07:32:00
Genesis,Abacab,2020-12-12 07:26:00
The Stone Roses,She Bangs The Drums,2020-12-12 07:22:00
Jefferson Airplane,Comin' Back To Me,2020-12-12 07:15:00
Dr. John,Such A Night,2020-12-12 07:12:00
R. E. M.,What's The Frequency Kenneth?,2020-12-12 07:07:00
The Rolling Stones,Ruby Tuesday,2020-12-12 07:04:00
Chuck Berry,School Days,2020-12-12 07:01:00
Sharon Jones And The Dap-Kings,Stranger to My Happiness,2020-12-12 06:57:00
Low Cut Connie,Help Me,2020-12-12 06:54:00
Michael Jackson,Beat It,2020-12-12 06:48:00
The Rolling Stones,Time Is On My Side,2020-12-12 06:45:00
The Who,Magic Bus,2020-12-12 06:41:00
The Shins,Australia,2020-12-12 06:38:00
Gnarls Barkley,Crazy,2020-12-12 06:33:00
Paul Simon,Late In The Evening,2020-12-12 06:29:00
Chvrches,The Mother We Share,2020-12-12 06:26:00
Fleetwood Mac,Songbird,2020-12-12 06:22:00
The Beatles,Back In The U. S. S. R.,2020-12-12 06:18:00
The Blasters,American Music,2020-12-12 06:16:00
The Clash,Spanish Bombs,2020-12-12 06:12:00
Beach House,Take Care,2020-12-12 06:05:00
Rush,Entre Nous,2020-12-12 06:01:00
Willie Nelson,Crazy,2020-12-12 05:57:00
Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",2020-12-12 05:53:00
Mott The Hoople,All The Way From Memphis,2020-12-12 05:48:00
Pink Floyd,Sheep,2020-12-12 05:38:00
Radiohead,Subterranean Homesick Alien,2020-12-12 05:33:00
Sheryl Crow,All I Wanna Do,2020-12-12 05:29:00
The Who,Pinball Wizard,2020-12-12 05:25:00
Willie Nelson,On The Road Again,2020-12-12 05:23:00
John Prine,Souvenirs,2020-12-12 05:18:00
The Kinks,Til The End Of The Day,2020-12-12 05:16:00
Frank Sinatra,Strangers In The Night,2020-12-12 05:13:00
James Taylor,Carolina In My Mind,2020-12-12 05:07:00
Glen Campbell,Gentle On My Mind,2020-12-12 05:04:00
Modern English,I Melt With You,2020-12-12 05:01:00
Elton John,Daniel,2020-12-12 04:56:00
Stevie Nicks,Stop Draggin' My Heart Around,2020-12-12 04:52:00
Los Lobos,Will The Wolf Survive?,2020-12-12 04:48:00
Nathaniel Rateliff & The Night Sweats,SOB,2020-12-12 04:44:00
John Mellencamp,Rain On The Scarecrow,2020-12-12 04:39:00
James Taylor,You Can Close Your Eyes,2020-12-12 04:37:00
A Tribe Called Quest,I Left My Wallet in El Segundo,2020-12-12 04:33:00
Cat Stevens,Morning Has Broken,2020-12-12 04:28:00
Neko Case,This Tornado Loves You,2020-12-12 04:25:00
John Lennon,Whatever Gets You Through The Night,2020-12-12 04:21:00
Van Morrison,Someone Like You,2020-12-12 04:17:00
Smashing Pumpkins,Tonight Tonight,2020-12-12 04:13:00
Pearl Jam,Corduroy,2020-12-12 04:08:00
Joni Mitchell,Cactus Tree,2020-12-12 04:03:00
John Prine,Spanish Pipedream,2020-12-12 04:01:00
The Blue Nile,The Downtown Lights,2020-12-12 03:54:00
Billy Joel,New York State Of Mind,2020-12-12 03:47:00
Supertramp,Even In The Quietest Moments,2020-12-12 03:40:00
Leon Bridges,Beyond,2020-12-12 03:37:00
The Stooges,Down On The Street,2020-12-12 03:33:00
Delaney & Bonnie & Friends,Never Ending Song Of Love,2020-12-12 03:27:00
Caroline Rose,Feel The Way I Want,2020-12-12 03:23:00
Led Zeppelin,Hey Hey What Can I Do,2020-12-12 03:19:00
Gram Parsons,Return Of The Grievous Angel,2020-12-12 03:15:00
B-52's,Planet Claire,2020-12-12 03:09:00
The Beatles,You've Got To Hide Your Love Away,2020-12-12 03:07:00
X,See How We Are,2020-12-12 03:03:00
Lulu,To Sir With Love,2020-12-12 03:01:00
Kermit The Frog,Rainbow Connection,2020-12-12 02:57:00
Hop Along,Prior Things,2020-12-12 02:50:00
Sam Cooke,Cupid,2020-12-12 02:48:00
Michael Jackson,Billie Jean,2020-12-12 02:42:00
Billy Joel,Captain Jack,2020-12-12 02:35:00
Lucinda Williams,Minneapolis,2020-12-12 02:31:00
Queen,Fat Bottomed Girls,2020-12-12 02:25:00
Roxy Music,Mother Of Pearl,2020-12-12 02:18:00
Grateful Dead,Shakedown Street,2020-12-12 02:14:00
Talking Heads,And She Was,2020-12-12 02:09:00
The Who,The Song Is Over,2020-12-12 02:03:00
The Ramones,Rockaway Beach,2020-12-12 02:01:00
John Lennon,Mother,2020-12-12 01:55:00
The Beatles,Can't Buy Me Love,2020-12-12 01:53:00
Linda Ronstadt,Lose Again,2020-12-12 01:49:00
David Bowie,The Width Of A Circle,2020-12-12 01:41:00
Derek & The Dominos,Keep On Growing,2020-12-12 01:34:00
The Style Council,My Ever Changing Moods,2020-12-12 01:28:00
The Go-Go's,We Got The Beat,2020-12-12 01:26:00
The National,Mistaken For Strangers,2020-12-12 01:22:00
Lucinda Williams,Can't Let Go,2020-12-12 01:19:00
Otis Redding,These Arms Of Mine,2020-12-12 01:16:00
Sam Cooke,Summertime,2020-12-12 01:14:00
The Beach Boys,"Fun, Fun, Fun",2020-12-12 01:12:00
The New Pornographers,Sing Me Spanish Techno,2020-12-12 01:06:00
John Prine,Your Flag Decal Won't Get You Into Heaven Anymore,2020-12-12 01:04:00
Bob Dylan,I Want You,2020-12-12 01:01:00
Blur,Tender,2020-12-12 00:53:00
Goo Goo Dolls,Name,2020-12-12 00:48:00
Frank Ocean,Chanel,2020-12-12 00:45:00
Danny O'Keefe,Good Time Charlie's Got The Blues,2020-12-12 00:40:00
Cracker,Low,2020-12-12 00:36:00
Mondo Cozmo,Shine,2020-12-12 00:32:00
Nick Drake,Time Has Told Me,2020-12-12 00:27:00
Billy Joel,Vienna,2020-12-12 00:23:00
Patty Griffin,Making Pies,2020-12-12 00:20:00
Lyle Lovett,Church,2020-12-12 00:14:00
Billy Paul,Me and Mrs. Jones,2020-12-12 00:08:00
The Beach Boys,Surf's Up,2020-12-12 00:04:00
The Cure,The Love Cats,2020-12-12 00:01:00
